Colombia,Yes [WHO Policy Data 2017],Yes [WHO Policy Data 2017],Yes [WHO Policy Data 2017],Yes [WHO Policy Data 2017],,,,,Yes [WHO Policy Data 2020],Yes [WHO Policy Data 2020],Yes [WHO Policy Data 2020],Yes [WHO Policy Data 2020],Yes [WHO Policy Data 2019],,,,,Yes [WHO Policy Data 2020],Yes [WHO Policy Data 2019],No [WHO Policy Data 2020],Other [WHO Policy Data 2018],Other [WHO Policy Data 2017],Other [WHO Policy Data 2017],Other [WHO Policy Data 2017],≤500 cells/mm3 [WHO Policy Data 2020],,Yes [WHO Policy Data 2020],Recommending treat all in 2020 [WHO Policy Data 2020],Yes [WHO Policy Data 2019],,No [WHO Policy Data 2020],No [WHO Policy Data 2020],Regionally [WHO Policy Data 2018],Yes [WHO Policy Data 2019],Yes [WHO Policy Data 2020],Once a month [WHO Policy Data 2020],No [WHO Policy Data 2020],Once a month [WHO Policy Data 2018],Yes [WHO Policy Data 2020],Treat all pregnant women and/or breastfeeding women for life [WHO Policy Data 2020],TDF/3TC(FTC)/EFV [WHO Policy Data 2020],Fully integrated in all health facilities [UNAIDS National Commitments and Policy Instrument 2019],Fully integrated in all health facilities [UNAIDS National Commitments and Policy Instrument 2019],Fully integrated in all health facilities [UNAIDS National Commitments and Policy Instrument 2019],Fully integrated in all health facilities [UNAIDS National Commitments and Policy Instrument 2019],Fully integrated in all health facilities [UNAIDS National Commitments and Policy Instrument 2019],Fully integrated in all health facilities [UNAIDS National Commitments and Policy Instrument 2019],Delivered separately [UNAIDS National Commitments and Policy Instrument 2019],Delivered separately [UNAIDS National Commitments and Policy Instrument 2019],Delivered separately [UNAIDS National Commitments and Policy Instrument 2019],Fully integrated in all health facilities [UNAIDS National Commitments and Policy Instrument 2019],Integrated in some health facilities [UNAIDS National Commitments and Policy Instrument 2019],Integrated in some health facilities [UNAIDS National Commitments and Policy Instrument 2019],Fully integrated in all health facilities [UNAIDS National Commitments and Policy Instrument 2019],Fully integrated in all health facilities [UNAIDS National Commitments and Policy Instrument 2019],Fully integrated in all health facilities [UNAIDS National Commitments and Policy Instrument 2019],Integrated in some health facilities [UNAIDS National Commitments and Policy Instrument 2019],Integrated in some health facilities [UNAIDS National Commitments and Policy Instrument 2019],Integrated in some health facilities [UNAIDS National Commitments and Policy Instrument 2019],"Yes, completed [WHO Policy Data 2020]",No [WHO Policy Data 2020],No [WHO Policy Data 2020],"Yes, fully adopted [WHO Policy Data 2020]",Implemented countrywide (>95% of treatment sites) [WHO Policy Data 2020],,Yes [WHO Policy Data 2020],In many (50–95%) sites [WHO Policy Data 2020]
Comoros,,,,,,,,,Yes [WHO Policy Data 2020],,,,Yes [WHO Policy Data 2020],,,Yes [WHO Policy Data 2020],,,,Yes [WHO Policy Data 2020],"Yes, completed [WHO Policy Data 2018]","Yes, completed [WHO Policy Data 2017]","Yes, completed [WHO Policy Data 2017]","Yes, completed [WHO Policy Data 2017]",No threshold; treat all regardless of CD4 count [WHO Policy Data 2020],Implemented countrywide (>95% of treatment sites) [WHO Policy Data 2020],,,Yes [WHO Policy Data 2019],3 [WHO Policy Data 2019],No [WHO Policy Data 2020],No [WHO Policy Data 2020],,Yes [WHO Policy Data 2019],Yes [WHO Policy Data 2020],Every 3 months [WHO Policy Data 2020],Yes [WHO Policy Data 2020],Every 3 months [WHO Policy Data 2020],Yes [WHO Policy Data 2020],Treat all pregnant women and/or breastfeeding women for life [WHO Policy Data 2020],TDF/3TC(FTC)/EFV [WHO Policy Data 2020],Fully integrated in all health facilities [UNAIDS National Commitments and Policy Instrument 2019],Delivered separately [UNAIDS National Commitments and Policy Instrument 2019],Fully integrated in all health facilities [UNAIDS National Commitments and Policy Instrument 2019],Fully integrated in all health facilities [UNAIDS National Commitments and Policy Instrument 2019],Fully integrated in all health facilities [UNAIDS National Commitments and Policy Instrument 2019],Delivered separately [UNAIDS National Commitments and Policy Instrument 2019],Delivered separately [UNAIDS National Commitments and Policy Instrument 2019],Delivered separately [UNAIDS National Commitments and Policy Instrument 2019],Delivered separately [UNAIDS National Commitments and Policy Instrument 2019],Delivered separately [UNAIDS National Commitments and Policy Instrument 2019],Delivered separately [UNAIDS National Commitments and Policy Instrument 2019],Delivered separately [UNAIDS National Commitments and Policy Instrument 2019],Delivered separately [UNAIDS National Commitments and Policy Instrument 2019],Fully integrated in all health facilities [UNAIDS National Commitments and Policy Instrument 2019],Fully integrated in all health facilities [UNAIDS National Commitments and Policy Instrument 2019],Delivered separately [UNAIDS National Commitments and Policy Instrument 2019],Delivered separately [UNAIDS National Commitments and Policy Instrument 2019],Delivered separately [UNAIDS National Commitments and Policy Instrument 2019],On-going [WHO Policy Data 2020],"Yes, rapid initiation within 7 days of HIV diagnosis [WHO Policy Data 2020]",Yes [WHO Policy Data 2020],"Yes, fully adopted [WHO Policy Data 2020]",Implemented countrywide (>95% of treatment sites) [WHO Policy Data 2020],Implemented countrywide (>95% of treatment sites) [WHO Policy Data 2020],Yes [WHO Policy Data 2020],Other [WHO Policy Data 2020]
Congo,,,,,Yes [WHO Policy Data 2020],Yes [WHO Policy Data 2020],Yes [WHO Policy Data 2020],Yes [WHO Policy Data 2020],,Yes [WHO Policy Data 2020],Yes [WHO Policy Data 2020],Yes [WHO Policy Data 2020],Yes [WHO Policy Data 2020],,Yes [WHO Policy Data 2020],Yes [WHO Policy Data 2020],Yes [WHO Policy Data 2020],,,Yes [WHO Policy Data 2020],,,,,No threshold; treat all regardless of CD4 count [WHO Policy Data 2020],Implemented countrywide (>95% of treatment sites) [WHO Policy Data 2020],,,Yes [WHO Policy Data 2019],72 [WHO Policy Data 2019],No [WHO Policy Data 2020],No [WHO Policy Data 2020],,No [WHO Policy Data 2019],No [WHO Policy Data 2020],,No [WHO Policy Data 2020],,Yes [WHO Policy Data 2020],Treat all pregnant women and/or breastfeeding women for life [WHO Policy Data 2020],TDF/3TC(FTC)/EFV [WHO Policy Data 2020],Integrated in some health facilities [UNAIDS National Commitments and Policy Instrument 2019],Integrated in some health facilities [UNAIDS National Commitments and Policy Instrument 2019],Integrated in some health facilities [UNAIDS National Commitments and Policy Instrument 2019],Delivered separately [UNAIDS National Commitments and Policy Instrument 2019],Delivered separately [UNAIDS National Commitments and Policy Instrument 2019],Delivered separately [UNAIDS National Commitments and Policy Instrument 2019],Delivered separately [UNAIDS National Commitments and Policy Instrument 2019],Delivered separately [UNAIDS National Commitments and Policy Instrument 2019],Integrated in some health facilities [UNAIDS National Commitments and Policy Instrument 2019],Integrated in some health facilities [UNAIDS National Commitments and Policy Instrument 2019],Delivered separately [UNAIDS National Commitments and Policy Instrument 2019],Delivered separately [UNAIDS National Commitments and Policy Instrument 2019],Delivered separately [UNAIDS National Commitments and Policy Instrument 2019],Integrated in some health facilities [UNAIDS National Commitments and Policy Instrument 2019],Integrated in some health facilities [UNAIDS National Commitments and Policy Instrument 2019],Integrated in some health facilities [UNAIDS National Commitments and Policy Instrument 2019],Integrated in some health facilities [UNAIDS National Commitments and Policy Instrument 2019],Integrated in some health facilities [UNAIDS National Commitments and Policy Instrument 2019],"Yes, completed [WHO Policy Data 2020]",Other [WHO Policy Data 2020],Yes [WHO Policy Data 2020],"Yes, fully adopted [WHO Policy Data 2020]",Implemented in many (50%‒95%) treatment sites [WHO Policy Data 2020],Implemented in many (50%‒95%) treatment sites [WHO Policy Data 2020],Yes [WHO Policy Data 2020],In few (<50%) sites [WHO Policy Data 2020]
Cook Islands,,,,,,,,,,,,,,,,,,,,,,,,,No threshold; treat all regardless of CD4 count [WHO Policy Data 2019],Implemented countrywide (>95% of treatment sites) [WHO Policy Data 2019],,,,,,,,,,,,,,Treat all pregnant women and/or breastfeeding women for life [WHO Policy Data 2019],,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,Yes [WHO Policy Data 2017],Yes [WHO Policy Data 2017],Yes [WHO Policy Data 2017],Yes [WHO Policy Data 2017],,,,,Yes [WHO Policy Data 2020],,Yes [WHO Policy Data 2020],,Yes [WHO Policy Data 2020],,,Yes [WHO Policy Data 2020],,Yes [WHO Policy Data 2020],Yes [WHO Policy Data 2020],Yes [WHO Policy Data 2020],On-going [WHO Policy Data 2018],"Yes, completed [WHO Policy Data 2017]","Yes, completed [WHO Policy Data 2017]",On-going [WHO Policy Data 2017],No threshold; treat all regardless of CD4 count [WHO Policy Data 2020],Implemented countrywide (>95% of treatment sites) [WHO Policy Data 2020],No [WHO Policy Data 2019],,Yes [WHO Policy Data 2019],100 [WHO Policy Data 2019],No [WHO Policy Data 2020],No [WHO Policy Data 2020],,Yes [WHO Policy Data 2019],Yes [WHO Policy Data 2020],Every 6 months [WHO Policy Data 2020],Yes [WHO Policy Data 2020],Once a month [WHO Policy Data 2020],No [WHO Policy Data 2020],Treat all pregnant women and/or breastfeeding women for life [WHO Policy Data 2020],Other [WHO Policy Data 2020],Integrated in some health facilities [UNAIDS National Commitments and Policy Instrument 2019],Integrated in some health facilities [UNAIDS National Commitments and Policy Instrument 2019],Integrated in some health facilities [UNAIDS National Commitments and Policy Instrument 2019],Integrated in some health facilities [UNAIDS National Commitments and Policy Instrument 2019],Delivered separately [UNAIDS National Commitments and Policy Instrument 2019],Delivered separately [UNAIDS National Commitments and Policy Instrument 2019],Delivered separately [UNAIDS National Commitments and Policy Instrument 2019],Delivered separately [UNAIDS National Commitments and Policy Instrument 2019],Delivered separately [UNAIDS National Commitments and Policy Instrument 2019],Delivered separately [UNAIDS National Commitments and Policy Instrument 2019],Delivered separately [UNAIDS National Commitments and Policy Instrument 2019],Integrated in some health facilities [UNAIDS National Commitments and Policy Instrument 2019],Delivered separately [UNAIDS National Commitments and Policy Instrument 2019],Fully integrated in all health facilities [UNAIDS National Commitments and Policy Instrument 2019],Fully integrated in all health facilities [UNAIDS National Commitments and Policy Instrument 2019],Fully integrated in all health facilities [UNAIDS National Commitments and Policy Instrument 2019],Fully integrated in all health facilities [UNAIDS National Commitments and Policy Instrument 2019],Delivered separately [UNAIDS National Commitments and Policy Instrument 2019],"Yes, completed [WHO Policy Data 2020]",No [WHO Policy Data 2020],No [WHO Policy Data 2020],"Yes, fully adopted [WHO Policy Data 2020]",Implemented countrywide (>95% of treatment sites) [WHO Policy Data 2020],,Yes [WHO Policy Data 2020],Countrywide (>95% of sites) [WHO Policy Data 2020]
Croatia,,,,,,,,,,,,,,,,,,,,,,,,,No threshold; treat all regardless of CD4 count [WHO Policy Data 2019],Implemented countrywide (>95% of treatment sites) [WHO Policy Data 2019],,,,,,,,,,,,,,Treat all pregnant women and/or breastfeeding women for life [WHO Policy Data 2019],,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,Yes [WHO Policy Data 2017],Yes [WHO Policy Data 2017],Yes [WHO Policy Data 2017],Yes [WHO Policy Data 2017],,,,,Yes [WHO Policy Data 2019],,Yes [WHO Policy Data 2019],Yes [WHO Policy Data 2019],Yes [WHO Policy Data 2019],,Yes [WHO Policy Data 2019],Yes [WHO Policy Data 2019],,Yes [WHO Policy Data 2019],Yes [WHO Policy Data 2019],Yes [WHO Policy Data 2019],On-going [WHO Policy Data 2018],"Yes, completed [WHO Policy Data 2017]","Yes, completed [WHO Policy Data 2017]","Yes, completed [WHO Policy Data 2017]",No threshold; treat all regardless of CD4 count [WHO Policy Data 2019],Implemented countrywide (>95% of treatment sites) [WHO Policy Data 2019],Yes [WHO Policy Data 2018],Recommending treat all in 2020 [WHO Policy Data 2017],Yes [WHO Policy Data 2019],95 [WHO Policy Data 2019],No [WHO Policy Data 2019],No [WHO Policy Data 2019],Nationally [WHO Policy Data 2018],Yes [WHO Policy Data 2019],Yes [WHO Policy Data 2019],Every 6 months [WHO Policy Data 2019],Yes [WHO Policy Data 2019],Once a month [WHO Policy Data 2019],Yes [WHO Policy Data 2019],Treat all pregnant women and/or breastfeeding women for life [WHO Policy Data 2019],Other [WHO Policy Data 2019],Fully integrated in all health facilities [UNAIDS National Commitments and Policy Instrument 2019],Fully integrated in all health facilities [UNAIDS National Commitments and Policy Instrument 2019],Fully integrated in all health facilities [UNAIDS National Commitments and Policy Instrument 2019],Fully integrated in all health facilities [UNAIDS National Commitments and Policy Instrument 2019],Fully integrated in all health facilities [UNAIDS National Commitments and Policy Instrument 2019],Fully integrated in all health facilities [UNAIDS National Commitments and Policy Instrument 2019],Fully integrated in all health facilities [UNAIDS National Commitments and Policy Instrument 2019],Fully integrated in all health facilities [UNAIDS National Commitments and Policy Instrument 2019],Fully integrated in all health facilities [UNAIDS National Commitments and Policy Instrument 2019],Fully integrated in all health facilities [UNAIDS National Commitments and Policy Instrument 2019],Integrated in some health facilities [UNAIDS National Commitments and Policy Instrument 2019],Fully integrated in all health facilities [UNAIDS National Commitments and Policy Instrument 2019],Fully integrated in all health facilities [UNAIDS National Commitments and Policy Instrument 2019],Fully integrated in all health facilities [UNAIDS National Commitments and Policy Instrument 2019],Integrated in some health facilities [UNAIDS National Commitments and Policy Instrument 2019],Fully integrated in all health facilities [UNAIDS National Commitments and Policy Instrument 2019],Fully integrated in all health facilities [UNAIDS National Commitments and Policy Instrument 2019],Fully integrated in all health facilities [UNAIDS National Commitments and Policy Instrument 2019],"Yes, completed [WHO Policy Data 2019]","Yes, rapid initiation within 7 days of HIV diagnosis [WHO Policy Data 2019]",Yes [WHO Policy Data 2019],"Yes, fully adopted [WHO Policy Data 2019]",,,,
Cyprus,,,,,,,,,,,,,,,,,,,,,,,,,No threshold; treat all regardless of CD4 count [WHO Policy Data 2019],Implemented countrywide (>95% of treatment sites) [WHO Policy Data 2019],,,,,,,,,,,,,,Treat all pregnant women and/or breastfeeding women for life [WHO Policy Data 2019],,,,,,,,,,,,,,,,,,,,,,,,,,,
Czechia,Yes [WHO Policy Data 2017],Yes [WHO Policy Data 2017],Yes [WHO Policy Data 2017],Yes [WHO Policy Data 2017],,,,,Yes [WHO Policy Data 2019],,,,,,,,,,,Yes [WHO Policy Data 2019],"Yes, completed [WHO Policy Data 2018]","Yes, completed [WHO Policy Data 2017]",Other [WHO Policy Data 2017],Other [WHO Policy Data 2017],No threshold; treat all regardless of CD4 count [WHO Policy Data 2019],Implemented countrywide (>95% of treatment sites) [WHO Policy Data 2019],,,No [WHO Policy Data 2019],,No [WHO Policy Data 2019],No [WHO Policy Data 2019],,No [WHO Policy Data 2019],Yes [WHO Policy Data 2019],Every 6 months [WHO Policy Data 2019],Yes [WHO Policy Data 2019],Every 3 months [WHO Policy Data 2019],Yes [WHO Policy Data 2019],Treat all pregnant women and/or breastfeeding women for life [WHO Policy Data 2019],Other [WHO Policy Data 2019],Integrated in some health facilities [UNAIDS National Commitments and Policy Instrument 2019],,,,Integrated in some health facilities [UNAIDS National Commitments and Policy Instrument 2019],Integrated in some health facilities [UNAIDS National Commitments and Policy Instrument 2019],Integrated in some health facilities [UNAIDS National Commitments and Policy Instrument 2019],,Integrated in some health facilities [UNAIDS National Commitments and Policy Instrument 2019],Delivered separately [UNAIDS National Commitments and Policy Instrument 2019],,Integrated in some health facilities [UNAIDS National Commitments and Policy Instrument 2019],Integrated in some health facilities [UNAIDS National Commitments and Policy Instrument 2019],,,,,,"Yes, completed [WHO Policy Data 2019]",,,"Yes, fully adopted [WHO Policy Data 2019]",Implemented countrywide (>95% of treatment sites) [WHO Policy Data 2019],,,
Côte d'Ivoire,Yes [WHO Policy Data 2017],Yes [WHO Policy Data 2017],Yes [WHO Policy Data 2017],Yes [WHO Policy Data 2017],Yes [WHO Policy Data 2019],Yes [WHO Policy Data 2019],Yes [WHO Policy Data 2017],Yes [WHO Policy Data 2017],,Yes [WHO Policy Data 2020],Yes [WHO Policy Data 2020],Yes [WHO Policy Data 2020],Yes [WHO Policy Data 2020],Yes [WHO Policy Data 2020],Yes [WHO Policy Data 2020],Yes [WHO Policy Data 2019],Yes [WHO Policy Data 2020],Yes [WHO Policy Data 2020],Yes [WHO Policy Data 2020],Yes [WHO Policy Data 2019],No [WHO Policy Data 2018],"Yes, completed [WHO Policy Data 2017]","Yes, completed [WHO Policy Data 2017]","Yes, completed [WHO Policy Data 2017]",No threshold; treat all regardless of CD4 count [WHO Policy Data 2020],Implemented countrywide (>95% of treatment sites) [WHO Policy Data 2020],,,No [WHO Policy Data 2019],100 [WHO Policy Data 2017],Yes [WHO Policy Data 2019],Yes [WHO Policy Data 2019],Nationally [WHO Policy Data 2019],No [WHO Policy Data 2019],No [WHO Policy Data 2019],Every 3 months [WHO Policy Data 2017],Yes [WHO Policy Data 2020],Every 3 months [WHO Policy Data 2020],Yes [WHO Policy Data 2019],Treat all pregnant women and/or breastfeeding women for life [WHO Policy Data 2020],TDF/3TC/DTG [WHO Policy Data 2020],Fully integrated in all health facilities [UNAIDS National Commitments and Policy Instrument 2017],Fully integrated in all health facilities [UNAIDS National Commitments and Policy Instrument 2017],Fully integrated in all health facilities [UNAIDS National Commitments and Policy Instrument 2017],Fully integrated in all health facilities [UNAIDS National Commitments and Policy Instrument 2017],Integrated in some health facilities [UNAIDS National Commitments and Policy Instrument 2017],Integrated in some health facilities [UNAIDS National Commitments and Policy Instrument 2017],Fully integrated in all health facilities [UNAIDS National Commitments and Policy Instrument 2017],Integrated in some health facilities [UNAIDS National Commitments and Policy Instrument 2017],Fully integrated in all health facilities [UNAIDS National Commitments and Policy Instrument 2017],Fully integrated in all health facilities [UNAIDS National Commitments and Policy Instrument 2017],Fully integrated in all health facilities [UNAIDS National Commitments and Policy Instrument 2017],Integrated in some health facilities [UNAIDS National Commitments and Policy Instrument 2017],Integrated in some health facilities [UNAIDS National Commitments and Policy Instrument 2017],Fully integrated in all health facilities [UNAIDS National Commitments and Policy Instrument 2017],Fully integrated in all health facilities [UNAIDS National Commitments and Policy Instrument 2017],Fully integrated in all health facilities [UNAIDS National Commitments and Policy Instrument 2017],Fully integrated in all health facilities [UNAIDS National Commitments and Policy Instrument 2017],Fully integrated in all health facilities [UNAIDS National Commitments and Policy Instrument 2017],"Yes, completed [WHO Policy Data 2020]",,Yes [WHO Policy Data 2019],"Yes, fully adopted [WHO Policy Data 2020]",Implemented countrywide (>95% of treatment sites) [WHO Policy Data 2020],,,
Democratic People's Republic of Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Democratic Republic of the Congo,,,,,Yes [WHO Policy Data 2019],Yes [WHO Policy Data 2019],Yes [WHO Policy Data 2019],Yes [WHO Policy Data 2019],,Yes [WHO Policy Data 2019],Yes [WHO Policy Data 2019],Yes [WHO Policy Data 2019],Yes [WHO Policy Data 2019],,,,Yes [WHO Policy Data 2019],Yes [WHO Policy Data 2019],,Yes [WHO Policy Data 2019],,,,,No threshold; treat all regardless of CD4 count [WHO Policy Data 2019],Implemented countrywide (>95% of treatment sites) [WHO Policy Data 2019],,,Yes [WHO Policy Data 2019],10 [WHO Policy Data 2019],Yes [WHO Policy Data 2019],Yes [WHO Policy Data 2019],Nationally [WHO Policy Data 2019],Yes [WHO Policy Data 2019],No [WHO Policy Data 2019],,Yes [WHO Policy Data 2019],Every 3 months [WHO Policy Data 2019],Yes [WHO Policy Data 2019],Treat all pregnant women and/or breastfeeding women for life [WHO Policy Data 2019],TDF/3TC(FTC)/EFV [WHO Policy Data 2019],,,,,,,,,,,,,,,,,,,"Yes, completed [WHO Policy Data 2019]",No [WHO Policy Data 2019],Yes [WHO Policy Data 2019],"Yes, fully adopted [WHO Policy Data 2019]",,,,
Denmark,,,,,,,,,,,,,,,,,,,,,,,,,No threshold; treat all regardless of CD4 count [WHO Policy Data 2019],Implemented countrywide (>95% of treatment sites) [WHO Policy Data 2019],,,,,,,,,,,,,,Treat all pregnant women and/or breastfeeding women for life [WHO Policy Data 2019],,,,,,,,,,,,,,,,,,,,,,,,,,,
Djibouti,,,,,,,,,,,,,,,,,,,,,,,,,No threshold; treat all regardless of CD4 count [WHO Policy Data 2019],Implemented countrywide (>95% of treatment sites) [WHO Policy Data 2019],Yes [WHO Policy Data 2018],Recommending treat all later in 2017 [WHO Policy Data 2017],,,,,,,,,,,,Treat all pregnant women and/or breastfeeding women for life [WHO Policy Data 2019],,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominica,Yes [WHO Policy Data 2017],Yes [WHO Policy Data 2017],Yes [WHO Policy Data 2017],,,,,,Yes [WHO Policy Data 2017],Yes [WHO Policy Data 2017],Yes [WHO Policy Data 2017],Yes [WHO Policy Data 2017],Yes [WHO Policy Data 2017],,,Yes [WHO Policy Data 2017],,Yes [WHO Policy Data 2017],Yes [WHO Policy Data 2017],Yes [WHO Policy Data 2017],On-going [WHO Policy Data 2018],"Yes, completed [WHO Policy Data 2017]",On-going [WHO Policy Data 2017],On-going [WHO Policy Data 2017],No threshold; treat all regardless of CD4 count [WHO Policy Data 2019],Implemented countrywide (>95% of treatment sites) [WHO Policy Data 2019],Yes [WHO Policy Data 2018],No planned year [WHO Policy Data 2017],No [WHO Policy Data 2017],100 [WHO Policy Data 2017],Yes [WHO Policy Data 2018],No [WHO Policy Data 2018],,No [WHO Policy Data 2017],Yes [WHO Policy Data 2017],Every 3 months [WHO Policy Data 2017],Yes [WHO Policy Data 2018],Every 3 months [WHO Policy Data 2018],Yes [WHO Policy Data 2017],Treat all pregnant women and/or breastfeeding women for life [WHO Policy Data 2019],TDF/3TC(FTC)/EFV [WHO Policy Data 2017],Fully integrated in all health facilities [UNAIDS National Commitments and Policy Instrument 2017],Fully integrated in all health facilities [UNAIDS National Commitments and Policy Instrument 2017],Fully integrated in all health facilities [UNAIDS National Commitments and Policy Instrument 2017],Fully integrated in all health facilities [UNAIDS National Commitments and Policy Instrument 2017],Integrated in some health facilities [UNAIDS National Commitments and Policy Instrument 2017],Integrated in some health facilities [UNAIDS National Commitments and Policy Instrument 2017],Fully integrated in all health facilities [UNAIDS National Commitments and Policy Instrument 2017],Integrated in some health facilities [UNAIDS National Commitments and Policy Instrument 2017],Fully integrated in all health facilities [UNAIDS National Commitments and Policy Instrument 2017],Integrated in some health facilities [UNAIDS National Commitments and Policy Instrument 2017],Fully integrated in all health facilities [UNAIDS National Commitments and Policy Instrument 2017],Fully integrated in all health facilities [UNAIDS National Commitments and Policy Instrument 2017],Fully integrated in all health facilities [UNAIDS National Commitments and Policy Instrument 2017],Fully integrated in all health facilities [UNAIDS National Commitments and Policy Instrument 2017],Integrated in some health facilities [UNAIDS National Commitments and Policy Instrument 2017],,Fully integrated in all health facilities [UNAIDS National Commitments and Policy Instrument 2017],Fully integrated in all health facilities [UNAIDS National Commitments and Policy Instrument 2017],,,,,,,,
Dominican Republic,Yes [WHO Policy Data 2017],Yes [WHO Policy Data 2017],Yes [WHO Policy Data 2017],Yes [WHO Policy Data 2017],,,,,Yes [WHO Policy Data 2020],,,Yes [WHO Policy Data 2020],Yes [WHO Policy Data 2020],,Yes [WHO Policy Data 2020],Yes [WHO Policy Data 2020],,,,Yes [WHO Policy Data 2020],On-going [WHO Policy Data 2018],"Yes, completed [WHO Policy Data 2017]","Yes, completed [WHO Policy Data 2017]",On-going [WHO Policy Data 2017],No threshold; treat all regardless of CD4 count [WHO Policy Data 2020],Implemented countrywide (>95% of treatment sites) [WHO Policy Data 2020],Yes [WHO Policy Data 2019],Recommending treat all in 2019 [WHO Policy Data 2019],Yes [WHO Policy Data 2019],100 [WHO Policy Data 2019],No [WHO Policy Data 2020],No [WHO Policy Data 2020],,Yes [WHO Policy Data 2019],Yes [WHO Policy Data 2020],Every 3 months [WHO Policy Data 2020],Yes [WHO Policy Data 2020],Every 3 months [WHO Policy Data 2020],Yes [WHO Policy Data 2020],Treat all pregnant women and/or breastfeeding women for life [WHO Policy Data 2020],TDF/3TC(FTC)/EFV [WHO Policy Data 2020],Delivered separately [UNAIDS National Commitments and Policy Instrument 2019],Delivered separately [UNAIDS National Commitments and Policy Instrument 2019],Fully integrated in all health facilities [UNAIDS National Commitments and Policy Instrument 2019],Integrated in some health facilities [UNAIDS National Commitments and Policy Instrument 2019],Integrated in some health facilities [UNAIDS National Commitments and Policy Instrument 2019],Delivered separately [UNAIDS National Commitments and Policy Instrument 2019],Delivered separately [UNAIDS National Commitments and Policy Instrument 2019],Delivered separately [UNAIDS National Commitments and Policy Instrument 2019],Delivered separately [UNAIDS National Commitments and Policy Instrument 2019],Delivered separately [UNAIDS National Commitments and Policy Instrument 2019],Delivered separately [UNAIDS National Commitments and Policy Instrument 2019],Delivered separately [UNAIDS National Commitments and Policy Instrument 2019],Integrated in some health facilities [UNAIDS National Commitments and Policy Instrument 2019],Integrated in some health facilities [UNAIDS National Commitments and Policy Instrument 2019],Delivered separately [UNAIDS National Commitments and Policy Instrument 2019],Delivered separately [UNAIDS National Commitments and Policy Instrument 2019],Delivered separately [UNAIDS National Commitments and Policy Instrument 2019],Delivered separately [UNAIDS National Commitments and Policy Instrument 2019],"Yes, completed [WHO Policy Data 2020]","Yes, rapid initiation within 7 days of HIV diagnosis [WHO Policy Data 2020]",No [WHO Policy Data 2020],"Yes, fully adopted [WHO Policy Data 2020]",Implemented countrywide (>95% of treatment sites) [WHO Policy Data 2020],,Yes [WHO Policy Data 2020],Countrywide (>95% of sites) [WHO Policy Data 2020]
Ecuador,,,,,,,,,Yes [WHO Policy Data 2019],,Yes [WHO Policy Data 2018],Yes [WHO Policy Data 2019],Yes [WHO Policy Data 2019],,Yes [WHO Policy Data 2019],,,Yes [WHO Policy Data 2019],Yes [WHO Policy Data 2019],Yes [WHO Policy Data 2019],,,,,No threshold; treat all regardless of CD4 count [WHO Policy Data 2019],Implemented countrywide (>95% of treatment sites) [WHO Policy Data 2019],Yes [WHO Policy Data 2019],Recommending treat all in 2020 [WHO Policy Data 2019],No [WHO Policy Data 2019],100 [WHO Policy Data 2019],No [WHO Policy Data 2019],No [WHO Policy Data 2019],,Yes [WHO Policy Data 2019],Yes [WHO Policy Data 2019],Every 3 months [WHO Policy Data 2019],Yes [WHO Policy Data 2019],Every 3 months [WHO Policy Data 2019],Yes [WHO Policy Data 2019],Treat all pregnant women and/or breastfeeding women for life [WHO Policy Data 2019],TDF/3TC(FTC)/EFV [WHO Policy Data 2019],Integrated in some health facilities [UNAIDS National Commitments and Policy Instrument 2019],Integrated in some health facilities [UNAIDS National Commitments and Policy Instrument 2019],Fully integrated in all health facilities [UNAIDS National Commitments and Policy Instrument 2019],Integrated in some health facilities [UNAIDS National Commitments and Policy Instrument 2019],Integrated in some health facilities [UNAIDS National Commitments and Policy Instrument 2019],,Integrated in some health facilities [UNAIDS National Commitments and Policy Instrument 2019],Integrated in some health facilities [UNAIDS National Commitments and Policy Instrument 2019],Integrated in some health facilities [UNAIDS National Commitments and Policy Instrument 2019],Integrated in some health facilities [UNAIDS National Commitments and Policy Instrument 2019],Integrated in some health facilities [UNAIDS National Commitments and Policy Instrument 2019],Integrated in some health facilities [UNAIDS National Commitments and Policy Instrument 2019],Fully integrated in all health facilities [UNAIDS National Commitments and Policy Instrument 2019],Fully integrated in all health facilities [UNAIDS National Commitments and Policy Instrument 2019],Delivered separately [UNAIDS National Commitments and Policy Instrument 2019],Delivered separately [UNAIDS National Commitments and Policy Instrument 2019],Fully integrated in all health facilities [UNAIDS National Commitments and Policy Instrument 2019],,On-going [WHO Policy Data 2019],No [WHO Policy Data 2019],No [WHO Policy Data 2019],"Yes, fully adopted [WHO Policy Data 2019]",,,,
