DST,Ano,Sexo,N-spec,spec,Total
DIP (gonorreia),2014,F,0.05445946404190446,1.499450576620436,1.5539100406623405
DIP (gonorreia),2015,F,0.050437652918407266,1.365419318291168,1.4158569712095754
DIP (gonorreia),2016,F,0.02502936749322339,1.0512334347153822,1.0762628022086056
DIP (gonorreia),2017,F,0.02132319145485896,1.1123598208951424,1.1336830123500015
DIP (gonorreia),2018,F,0.031791744574102956,1.4200312576432654,1.4518230022173684
DIP (gonorreia),2019,F,0.0351381085788638,1.6198668054856211,1.655004914064485
sifilis,2012,M,0.06455668091774386,10.310081687745562,10.374638368663307
sifilis,2013,M,0.15075015727952346,11.257267994848414,11.408018152127937
sifilis,2014,M,0.15687331463901433,15.343704203263592,15.500577517902606
sifilis,2015,M,0.15168732167028015,18.283871797427427,18.435559119097707
sifilis,2016,M,0.26006449599500675,20.277704927159963,20.53776942315497
sifilis,2017,M,0.2110545036247337,23.78729810680835,23.998352610433084
sifilis,2018,M,0.19878601740599283,24.161536842892037,24.36032286029803
sifilis,2019,M,0.2120179614429885,25.920094167597902,26.13211212904089
sifilis,2012,F,0.03681847032436815,1.0014623928228137,1.0382808631471818
sifilis,2013,F,0.09512712056645418,1.0683507386694087,1.1634778592358628
sifilis,2014,F,0.10528829714768195,0.9730090908820263,1.0782973880297082
sifilis,2015,F,0.08646454786012674,1.1240391221816477,1.2105036700417744
sifilis,2016,F,0.06793685462446349,1.1155946654122424,1.183531520036706
sifilis,2017,F,0.06041570912210039,1.410884501263168,1.4713002103852684
sifilis,2018,F,0.1024400658498873,1.674365214236089,1.7768052800859764
sifilis,2019,F,0.08081764973138673,2.3226289770628967,2.403446626794284
verrugas genitais,2012,M,2.3696099348630684,154.41198585160592,156.78159578646898
verrugas genitais,2013,M,3.6783038376203723,156.40705693143758,160.08536076905796
verrugas genitais,2014,M,3.660377341577001,149.04832430166348,152.7087016432405
verrugas genitais,2015,M,3.551703141548023,139.23786222099983,142.78956536254785
verrugas genitais,2016,M,4.457725234167932,126.55983754393624,131.01756277810418
verrugas genitais,2017,M,3.617037527637678,118.33971573068905,121.95675325832673
verrugas genitais,2018,M,4.297392267195009,115.57419051984424,119.87158278703924
verrugas genitais,2019,M,3.8450715041355545,103.45398460986773,107.29905611400329
verrugas genitais,2012,F,2.9491594729818886,124.33965613242368,127.28881560540556
verrugas genitais,2013,F,4.44170478337213,121.93467488916227,126.37637967253438
verrugas genitais,2014,F,4.0445228628454375,115.17450518675567,119.2190280496011
verrugas genitais,2015,F,3.8008374163514045,105.76055279091169,109.56139020726309
verrugas genitais,2016,F,4.544618011983847,94.51446727833911,99.05908529032297
verrugas genitais,2017,F,3.7599894265401304,88.09676549574979,91.85675492228992
verrugas genitais,2018,F,3.6666478742132074,81.12546732098316,84.79211519519637
verrugas genitais,2019,F,3.1413469069504236,71.6676862574506,74.80903316440103
outras,2012,M,0.6645540682708926,55.055456467379436,55.72001053565033
outras,2013,M,0.9987197919768429,53.26003056685564,54.25875035883248
outras,2014,M,1.2587215960320912,52.57497087758966,53.83369247362175
outras,2015,M,1.0433127978297316,49.49076346300823,50.53407626083796
outras,2016,M,1.1391557500626353,44.617544024157425,45.75669977422006
outras,2017,M,1.0407170351150663,41.60320930933759,42.643926344452666
outras,2018,M,1.0842873676690519,40.881248052348816,41.96553542001787
outras,2019,M,1.3044494915899123,40.76853851814754,42.07298800973745
outras,2012,F,1.1192814978607917,41.98778355790944,43.10706505577023
outras,2013,F,1.4525179563416275,40.154621085262875,41.607139041604505
outras,2014,F,1.79353168244672,38.19060681711953,39.98413849956625
outras,2015,F,1.2825574599252132,36.45921768102011,37.74177514094532
outras,2016,F,2.0810131258651445,35.13765633655803,37.21866946242318
outras,2017,F,2.7542455629192824,37.00284490466525,39.75709046758453
outras,2018,F,2.7588169458193788,37.59197175084485,40.35078869666423
outras,2019,F,2.6072476565516935,40.56694635429825,43.174194010849945
